"V1" "V2" "V3" "V4" "V5" "V6"
76 " HS-grad" " Widowed" " White" " Female" 25
21 " Assoc-voc" " Never-married" " White" " Female" 40
29 " Some-college" " Never-married" " White" " Male" 40
43 " Bachelors" " Married-civ-spouse" " White" " Male" 40
44 " HS-grad" " Divorced" " White" " Male" 38
45 " Bachelors" " Divorced" " White" " Female" 35
38 " Some-college" " Never-married" " Black" " Female" 40
28 " Some-college" " Married-civ-spouse" " White" " Male" 50
29 " HS-grad" " Never-married" " White" " Female" 40
20 " Some-college" " Never-married" " White" " Male" 40
49 " Masters" " Married-civ-spouse" " White" " Male" 40
36 " Some-college" " Married-civ-spouse" " White" " Male" 56
40 " Bachelors" " Married-civ-spouse" " White" " Male" 50
17 " 12th" " Never-married" " White" " Female" 30
45 " HS-grad" " Married-civ-spouse" " White" " Male" 40
42 " Some-college" " Never-married" " White" " Male" 28
29 " Bachelors" " Never-married" " Black" " Female" 40
57 " Bachelors" " Married-civ-spouse" " White" " Male" 13
23 " Bachelors" " Never-married" " White" " Male" 40
20 " Some-college" " Never-married" " Black" " Female" 40
23 " HS-grad" " Never-married" " White" " Male" 24
39 " HS-grad" " Never-married" " White" " Male" 40
34 " Some-college" " Married-civ-spouse" " White" " Male" 40
43 " Bachelors" " Never-married" " White" " Male" 45
25 " Some-college" " Never-married" " White" " Male" 40
40 " Some-college" " Married-civ-spouse" " White" " Male" 60
52 " HS-grad" " Divorced" " White" " Male" 25
48 " HS-grad" " Widowed" " White" " Female" 36
37 " Assoc-voc" " Never-married" " Black" " Female" 6
36 " HS-grad" " Married-civ-spouse" " White" " Male" 50
33 " Assoc-voc" " Married-civ-spouse" " White" " Male" 40
36 " HS-grad" " Married-civ-spouse" " White" " Female" 40
24 " Bachelors" " Never-married" " White" " Male" 10
42 " HS-grad" " Divorced" " White" " Male" 40
35 " Assoc-acdm" " Never-married" " White" " Male" 40
40 " HS-grad" " Divorced" " White" " Female" 22
50 " Prof-school" " Married-civ-spouse" " Asian-Pac-Islander" " Male" 40
40 " Masters" " Married-civ-spouse" " White" " Male" 50
22 " HS-grad" " Never-married" " Black" " Male" 40
57 " HS-grad" " Married-civ-spouse" " White" " Male" 40
51 " HS-grad" " Married-civ-spouse" " White" " Male" 40
61 " HS-grad" " Never-married" " White" " Female" 35
71 " HS-grad" " Widowed" " White" " Female" 20
47 " HS-grad" " Married-civ-spouse" " White" " Male" 40
38 " Bachelors" " Never-married" " White" " Female" 45
25 " Bachelors" " Never-married" " White" " Male" 65
33 " 11th" " Married-civ-spouse" " White" " Male" 50
40 " 11th" " Divorced" " White" " Female" 52
39 " 11th" " Never-married" " Black" " Female" 40
29 " HS-grad" " Married-civ-spouse" " White" " Female" 40
33 " HS-grad" " Never-married" " White" " Male" 40
46 " Some-college" " Never-married" " Black" " Female" 36
24 " HS-grad" " Married-civ-spouse" " White" " Female" 40
28 " Masters" " Never-married" " Other" " Male" 30
20 " HS-grad" " Never-married" " White" " Male" 40
34 " Some-college" " Divorced" " White" " Female" 40
34 " Bachelors" " Married-civ-spouse" " White" " Male" 55
25 " Some-college" " Never-married" " Black" " Female" 40
36 " Bachelors" " Married-civ-spouse" " White" " Male" 40
61 " HS-grad" " Married-civ-spouse" " White" " Male" 40
38 " Some-college" " Separated" " White" " Female" 58
57 " HS-grad" " Widowed" " White" " Female" 25
20 " HS-grad" " Never-married" " White" " Female" 40
56 " HS-grad" " Married-civ-spouse" " White" " Female" 10
24 " Bachelors" " Never-married" " White" " Female" 40
60 " Some-college" " Divorced" " White" " Female" 48
37 " Some-college" " Married-civ-spouse" " White" " Male" 50
27 " Some-college" " Married-civ-spouse" " White" " Male" 40
54 " Some-college" " Separated" " White" " Male" 28
40 " HS-grad" " Married-civ-spouse" " Asian-Pac-Islander" " Male" 30
18 " 12th" " Never-married" " White" " Male" 15
51 " HS-grad" " Married-civ-spouse" " White" " Male" 40
40 " Some-college" " Married-civ-spouse" " White" " Male" 50
64 " HS-grad" " Married-civ-spouse" " White" " Male" 8
24 " HS-grad" " Never-married" " White" " Female" 40
33 " HS-grad" " Married-civ-spouse" " Black" " Female" 38
31 " HS-grad" " Divorced" " White" " Female" 40
26 " HS-grad" " Married-civ-spouse" " White" " Male" 40
54 " Bachelors" " Never-married" " White" " Female" 40
31 " 1st-4th" " Never-married" " White" " Male" 37
39 " 12th" " Married-spouse-absent" " Black" " Male" 45
22 " Some-college" " Never-married" " White" " Male" 40
31 " Some-college" " Never-married" " White" " Male" 40
68 " 5th-6th" " Separated" " White" " Male" 12
59 " 10th" " Divorced" " White" " Female" 37
35 " HS-grad" " Married-civ-spouse" " White" " Male" 45
25 " Bachelors" " Never-married" " White" " Male" 40
23 " HS-grad" " Never-married" " White" " Male" 40
35 " Some-college" " Divorced" " White" " Male" 60
17 " 10th" " Never-married" " White" " Male" 30
19 " Some-college" " Never-married" " White" " Male" 45
53 " Masters" " Married-civ-spouse" " White" " Male" 55
59 " 5th-6th" " Divorced" " White" " Female" 40
37 " HS-grad" " Never-married" " White" " Female" 37
74 " HS-grad" " Widowed" " White" " Male" 20
28 " Some-college" " Never-married" " White" " Male" 50
40 " Bachelors" " Never-married" " White" " Male" 40
30 " Some-college" " Married-spouse-absent" " White" " Male" 40
20 " Some-college" " Never-married" " Black" " Male" 40
80 " Prof-school" " Married-civ-spouse" " White" " Male" 35
51 " HS-grad" " Married-civ-spouse" " Black" " Male" 40
17 " 10th" " Never-married" " White" " Male" 15
37 " Bachelors" " Married-civ-spouse" " White" " Male" 40
19 " HS-grad" " Never-married" " Black" " Female" 24
58 " HS-grad" " Never-married" " White" " Male" 40
57 " Some-college" " Married-civ-spouse" " White" " Male" 40
37 " Some-college" " Divorced" " White" " Male" 40
23 " Some-college" " Never-married" " Amer-Indian-Eskimo" " Male" 40
36 " Bachelors" " Never-married" " White" " Female" 32
33 " HS-grad" " Married-civ-spouse" " White" " Male" 40
30 " Some-college" " Married-civ-spouse" " White" " Female" 40
30 " HS-grad" " Never-married" " White" " Female" 24
41 " Prof-school" " Married-civ-spouse" " White" " Male" 65
57 " Some-college" " Married-civ-spouse" " Asian-Pac-Islander" " Male" 60
23 " HS-grad" " Never-married" " White" " Male" 40
40 " Prof-school" " Never-married" " White" " Female" 50
53 " HS-grad" " Widowed" " Black" " Female" 40
31 " Some-college" " Never-married" " White" " Male" 13
41 " 5th-6th" " Married-civ-spouse" " White" " Male" 40
36 " HS-grad" " Never-married" " White" " Male" 40
30 " 12th" " Divorced" " White" " Female" 40
44 " HS-grad" " Married-civ-spouse" " White" " Male" 40
36 " HS-grad" " Never-married" " White" " Male" 40
42 " Assoc-acdm" " Married-civ-spouse" " White" " Male" 40
48 " HS-grad" " Married-civ-spouse" " White" " Male" 30
22 " Bachelors" " Never-married" " White" " Male" 40
38 " HS-grad" " Married-civ-spouse" " White" " Male" 40
31 " HS-grad" " Never-married" " White" " Male" 50
32 " HS-grad" " Divorced" " White" " Male" 40
35 " HS-grad" " Married-civ-spouse" " Black" " Male" 40
21 " Some-college" " Never-married" " White" " Male" 43
26 " HS-grad" " Married-civ-spouse" " White" " Male" 40
19 " HS-grad" " Never-married" " Black" " Female" 40
43 " HS-grad" " Married-AF-spouse" " Black" " Female" 42
33 " HS-grad" " Married-civ-spouse" " White" " Male" 60
30 " Bachelors" " Never-married" " White" " Male" 10
52 " 10th" " Married-civ-spouse" " White" " Male" 45
38 " Bachelors" " Married-civ-spouse" " White" " Male" 40
28 " Bachelors" " Married-civ-spouse" " White" " Male" 46
57 " Assoc-acdm" " Married-civ-spouse" " White" " Male" 40
51 " Bachelors" " Married-civ-spouse" " White" " Male" 50
50 " 9th" " Married-civ-spouse" " White" " Male" 48
32 " Bachelors" " Married-civ-spouse" " Asian-Pac-Islander" " Male" 50
32 " Bachelors" " Married-civ-spouse" " White" " Male" 48
37 " HS-grad" " Married-civ-spouse" " White" " Male" 40
69 " HS-grad" " Married-civ-spouse" " White" " Male" 33
33 " Some-college" " Divorced" " Amer-Indian-Eskimo" " Male" 30
37 " Some-college" " Married-civ-spouse" " White" " Male" 50
36 " Some-college" " Never-married" " White" " Male" 40
47 " HS-grad" " Married-civ-spouse" " White" " Male" 45
63 " 10th" " Married-civ-spouse" " White" " Male" 40
21 " Some-college" " Never-married" " White" " Male" 65
17 " HS-grad" " Never-married" " White" " Male" 35
56 " HS-grad" " Separated" " White" " Male" 40
90 " Assoc-acdm" " Married-civ-spouse" " Asian-Pac-Islander" " Male" 20
27 " Some-college" " Divorced" " White" " Female" 38
38 " HS-grad" " Divorced" " White" " Female" 20
33 " Assoc-acdm" " Married-civ-spouse" " White" " Male" 50
26 " HS-grad" " Never-married" " White" " Female" 40
20 " Some-college" " Never-married" " White" " Female" 35
42 " 11th" " Married-civ-spouse" " White" " Male" 40
55 " HS-grad" " Divorced" " White" " Female" 40
32 " Some-college" " Married-civ-spouse" " Black" " Female" 40
66 " Bachelors" " Married-civ-spouse" " White" " Male" 40
66 " Doctorate" " Divorced" " White" " Female" 40
49 " Some-college" " Divorced" " White" " Female" 40
34 " HS-grad" " Divorced" " Black" " Male" 45
38 " Bachelors" " Married-civ-spouse" " White" " Male" 50
40 " HS-grad" " Married-civ-spouse" " White" " Male" 40
22 " Assoc-acdm" " Never-married" " White" " Male" 20
46 " HS-grad" " Married-civ-spouse" " White" " Male" 40
29 " HS-grad" " Married-civ-spouse" " White" " Male" 50
19 " 12th" " Never-married" " Amer-Indian-Eskimo" " Male" 20
71 " HS-grad" " Widowed" " White" " Female" 40
37 " Bachelors" " Divorced" " White" " Female" 35
52 " Masters" " Never-married" " White" " Male" 32
27 " Masters" " Never-married" " White" " Female" 46
52 " HS-grad" " Married-civ-spouse" " White" " Female" 40
31 " HS-grad" " Never-married" " White" " Male" 40
37 " Some-college" " Married-civ-spouse" " White" " Male" 50
28 " HS-grad" " Never-married" " White" " Male" 40
25 " 7th-8th" " Married-civ-spouse" " White" " Male" 40
31 " Some-college" " Married-civ-spouse" " White" " Male" 50
29 " HS-grad" " Married-civ-spouse" " White" " Male" 40
45 " HS-grad" " Widowed" " White" " Female" 35
69 " 7th-8th" " Married-civ-spouse" " White" " Male" 20
50 " 11th" " Married-civ-spouse" " Black" " Male" 40
54 " Doctorate" " Married-civ-spouse" " White" " Male" 46
17 " 9th" " Never-married" " White" " Female" 20
34 " HS-grad" " Never-married" " Asian-Pac-Islander" " Male" 35
32 " HS-grad" " Married-civ-spouse" " White" " Female" 5
23 " Some-college" " Never-married" " White" " Male" 40
66 " Bachelors" " Married-civ-spouse" " White" " Male" 45
61 " HS-grad" " Married-civ-spouse" " White" " Male" 40
55 " Some-college" " Divorced" " White" " Female" 40
24 " HS-grad" " Never-married" " White" " Male" 40
30 " HS-grad" " Divorced" " White" " Male" 30
49 " Assoc-voc" " Divorced" " White" " Male" 45
21 " Some-college" " Never-married" " White" " Female" 3
56 " HS-grad" " Married-civ-spouse" " White" " Male" 50
25 " HS-grad" " Married-civ-spouse" " White" " Male" 40
49 " Bachelors" " Divorced" " White" " Male" 40
58 " Bachelors" " Married-civ-spouse" " White" " Male" 40
40 " Bachelors" " Never-married" " White" " Male" 40
62 " Masters" " Divorced" " White" " Female" 45
54 " Bachelors" " Married-civ-spouse" " White" " Male" 25
34 " Assoc-voc" " Never-married" " White" " Female" 40
18 " 10th" " Never-married" " White" " Male" 30
28 " 11th" " Never-married" " Black" " Female" 40
32 " HS-grad" " Married-civ-spouse" " Asian-Pac-Islander" " Male" 40
22 " Bachelors" " Never-married" " White" " Female" 35
34 " Bachelors" " Never-married" " White" " Male" 48
53 " Bachelors" " Married-civ-spouse" " White" " Male" 30
47 " HS-grad" " Married-civ-spouse" " White" " Male" 40
19 " Some-college" " Never-married" " White" " Female" 40
41 " Some-college" " Married-civ-spouse" " White" " Male" 55
46 " Some-college" " Married-civ-spouse" " White" " Female" 40
56 " 7th-8th" " Divorced" " White" " Male" 20
42 " HS-grad" " Divorced" " Black" " Female" 40
25 " Bachelors" " Never-married" " White" " Female" 35
42 " HS-grad" " Married-civ-spouse" " White" " Male" 50
43 " Bachelors" " Divorced" " White" " Female" 40
17 " 11th" " Never-married" " White" " Female" 12
57 " 7th-8th" " Married-civ-spouse" " White" " Male" 40
40 " Masters" " Married-civ-spouse" " White" " Male" 50
62 " HS-grad" " Widowed" " White" " Female" 40
20 " Some-college" " Never-married" " White" " Male" 16
47 " Some-college" " Married-civ-spouse" " White" " Male" 50
40 " Some-college" " Married-civ-spouse" " White" " Male" 40
44 " HS-grad" " Married-civ-spouse" " Asian-Pac-Islander" " Female" 40
48 " Bachelors" " Married-civ-spouse" " White" " Male" 55
39 " Assoc-voc" " Married-civ-spouse" " White" " Male" 60
46 " Some-college" " Married-civ-spouse" " Black" " Male" 40
72 " Prof-school" " Married-civ-spouse" " White" " Male" 50
53 " HS-grad" " Married-civ-spouse" " White" " Male" 30
47 " Some-college" " Married-civ-spouse" " White" " Male" 40
40 " HS-grad" " Divorced" " White" " Male" 45
34 " HS-grad" " Separated" " Asian-Pac-Islander" " Male" 40
41 " HS-grad" " Never-married" " White" " Male" 40
41 " HS-grad" " Married-civ-spouse" " White" " Male" 40
20 " Some-college" " Never-married" " White" " Male" 35
42 " 1st-4th" " Married-civ-spouse" " White" " Male" 60
54 " Bachelors" " Never-married" " White" " Male" 50
39 " Bachelors" " Married-civ-spouse" " White" " Female" 40
37 " HS-grad" " Divorced" " White" " Male" 40
59 " Doctorate" " Married-civ-spouse" " White" " Male" 40
69 " 5th-6th" " Married-civ-spouse" " White" " Male" 40
24 " Bachelors" " Never-married" " Black" " Female" 35
36 " Assoc-voc" " Married-civ-spouse" " White" " Male" 40
21 " Some-college" " Never-married" " White" " Male" 30
68 " HS-grad" " Widowed" " White" " Male" 32
20 " Some-college" " Separated" " White" " Male" 40
26 " Assoc-voc" " Never-married" " White" " Female" 35
48 " 12th" " Widowed" " White" " Female" 50
39 " Prof-school" " Married-civ-spouse" " White" " Male" 50
21 " Assoc-acdm" " Never-married" " White" " Female" 18
22 " HS-grad" " Never-married" " White" " Female" 42
34 " Assoc-voc" " Divorced" " White" " Female" 40
33 " Some-college" " Married-civ-spouse" " White" " Male" 45
46 " 9th" " Married-civ-spouse" " White" " Male" 40
47 " 11th" " Married-civ-spouse" " White" " Male" 40
65 " Bachelors" " Married-civ-spouse" " White" " Male" 40
23 " HS-grad" " Married-civ-spouse" " White" " Male" 40
28 " Some-college" " Never-married" " White" " Female" 30
34 " HS-grad" " Divorced" " White" " Male" 60
20 " Some-college" " Never-married" " White" " Male" 40
28 " 11th" " Never-married" " White" " Male" 40
52 " Bachelors" " Married-civ-spouse" " White" " Male" 60
40 " Masters" " Married-civ-spouse" " Asian-Pac-Islander" " Female" 38
22 " Bachelors" " Never-married" " White" " Female" 7
29 " HS-grad" " Married-civ-spouse" " White" " Male" 45
31 " 7th-8th" " Married-civ-spouse" " White" " Male" 60
42 " Masters" " Married-civ-spouse" " White" " Male" 40
38 " HS-grad" " Never-married" " Black" " Female" 40
22 " 11th" " Married-civ-spouse" " White" " Male" 70
21 " Some-college" " Never-married" " White" " Male" 40
43 " 9th" " Married-civ-spouse" " White" " Male" 40
43 " Bachelors" " Married-civ-spouse" " White" " Male" 50
33 " Some-college" " Married-civ-spouse" " White" " Male" 50
17 " 10th" " Never-married" " Black" " Male" 35
54 " Prof-school" " Married-civ-spouse" " White" " Male" 50
45 " HS-grad" " Divorced" " White" " Female" 40
55 " 10th" " Married-civ-spouse" " White" " Male" 45
51 " HS-grad" " Married-civ-spouse" " White" " Male" 35
65 " 10th" " Divorced" " White" " Male" 40
21 " Bachelors" " Never-married" " Asian-Pac-Islander" " Female" 45
40 " HS-grad" " Widowed" " Black" " Female" 40
58 " Some-college" " Never-married" " Black" " Female" 37
53 " HS-grad" " Widowed" " White" " Female" 58
39 " Masters" " Married-civ-spouse" " White" " Male" 50
56 " HS-grad" " Married-civ-spouse" " White" " Male" 40
37 " Some-college" " Married-civ-spouse" " White" " Male" 50
44 " Bachelors" " Married-civ-spouse" " White" " Male" 40
49 " 9th" " Separated" " White" " Male" 38
36 " Some-college" " Married-civ-spouse" " Asian-Pac-Islander" " Male" 50
59 " Bachelors" " Married-civ-spouse" " White" " Male" 60
33 " HS-grad" " Divorced" " White" " Female" 40
36 " Prof-school" " Never-married" " White" " Male" 50
26 " Some-college" " Married-civ-spouse" " White" " Female" 25
22 " 10th" " Never-married" " White" " Female" 25
25 " Masters" " Never-married" " White" " Male" 40
28 " Some-college" " Married-civ-spouse" " White" " Female" 15
41 " Assoc-acdm" " Divorced" " White" " Female" 38
45 " Assoc-voc" " Married-civ-spouse" " White" " Male" 70
43 " HS-grad" " Married-civ-spouse" " White" " Male" 40
30 " 9th" " Never-married" " Black" " Male" 40
33 " HS-grad" " Married-spouse-absent" " White" " Male" 50
34 " Some-college" " Married-civ-spouse" " White" " Male" 40
21 " Assoc-voc" " Never-married" " White" " Male" 30
31 " Bachelors" " Married-civ-spouse" " White" " Male" 45
48 " 5th-6th" " Married-civ-spouse" " White" " Male" 40
22 " Some-college" " Never-married" " White" " Female" 20
47 " Some-college" " Divorced" " White" " Female" 60
27 " Bachelors" " Never-married" " Asian-Pac-Islander" " Female" 40
18 " 11th" " Never-married" " White" " Male" 25
43 " Masters" " Married-civ-spouse" " White" " Male" 40
36 " Some-college" " Widowed" " White" " Female" 20
37 " HS-grad" " Divorced" " White" " Male" 40
24 " Assoc-voc" " Never-married" " White" " Male" 20
24 " HS-grad" " Never-married" " White" " Male" 40
38 " Bachelors" " Married-civ-spouse" " White" " Male" 70
48 " Bachelors" " Married-civ-spouse" " Black" " Male" 40
75 " 1st-4th" " Married-civ-spouse" " Black" " Female" 16
43 " Bachelors" " Divorced" " White" " Male" 70
64 " Bachelors" " Divorced" " White" " Female" 50
67 " Doctorate" " Married-civ-spouse" " White" " Male" 5
36 " HS-grad" " Divorced" " White" " Female" 40
53 " Some-college" " Married-civ-spouse" " White" " Male" 40
22 " Some-college" " Never-married" " Black" " Male" 20
73 " HS-grad" " Never-married" " White" " Female" 36
46 " HS-grad" " Divorced" " White" " Female" 40
45 " HS-grad" " Married-civ-spouse" " White" " Male" 40
43 " HS-grad" " Married-civ-spouse" " White" " Male" 40
20 " HS-grad" " Never-married" " Black" " Male" 20
43 " Some-college" " Divorced" " Asian-Pac-Islander" " Male" 40
21 " 12th" " Never-married" " Black" " Male" 48
40 " HS-grad" " Separated" " Black" " Female" 25
36 " Bachelors" " Married-civ-spouse" " White" " Male" 40
64 " Bachelors" " Divorced" " White" " Male" 45
19 " Some-college" " Never-married" " White" " Female" 40
46 " Some-college" " Married-civ-spouse" " White" " Male" 38
46 " Masters" " Divorced" " White" " Female" 65
41 " Bachelors" " Never-married" " White" " Female" 70
29 " Some-college" " Divorced" " White" " Female" 8
28 " Some-college" " Never-married" " White" " Female" 40
23 " Some-college" " Married-civ-spouse" " White" " Male" 45
30 " Bachelors" " Never-married" " White" " Female" 60
44 " Bachelors" " Married-spouse-absent" " White" " Female" 40
27 " HS-grad" " Married-civ-spouse" " White" " Male" 45
25 " HS-grad" " Never-married" " White" " Female" 34
29 " 10th" " Married-civ-spouse" " White" " Male" 40
54 " HS-grad" " Married-civ-spouse" " White" " Male" 40
27 " Bachelors" " Never-married" " White" " Male" 65
34 " HS-grad" " Married-civ-spouse" " White" " Male" 35
38 " Some-college" " Married-civ-spouse" " White" " Male" 50
24 " HS-grad" " Never-married" " Amer-Indian-Eskimo" " Female" 40
56 " Masters" " Married-civ-spouse" " White" " Female" 40
35 " HS-grad" " Married-civ-spouse" " White" " Male" 62
23 " Assoc-voc" " Never-married" " Amer-Indian-Eskimo" " Female" 30
23 " Some-college" " Never-married" " White" " Male" 40
19 " Some-college" " Never-married" " Black" " Female" 20
42 " Prof-school" " Married-civ-spouse" " White" " Male" 35
46 " Bachelors" " Married-civ-spouse" " White" " Male" 45
48 " HS-grad" " Divorced" " Asian-Pac-Islander" " Female" 84
27 " HS-grad" " Never-married" " White" " Male" 40
22 " Assoc-acdm" " Never-married" " White" " Male" 15
49 " Some-college" " Married-civ-spouse" " White" " Male" 70
23 " Some-college" " Never-married" " White" " Male" 20
24 " HS-grad" " Never-married" " White" " Male" 40
34 " HS-grad" " Never-married" " Asian-Pac-Islander" " Male" 40
25 " HS-grad" " Never-married" " White" " Male" 40
33 " Some-college" " Married-civ-spouse" " White" " Male" 50
22 " Assoc-acdm" " Never-married" " White" " Female" 27
54 " HS-grad" " Never-married" " White" " Female" 30
39 " Masters" " Never-married" " White" " Female" 40
25 " Bachelors" " Never-married" " White" " Female" 40
75 " HS-grad" " Married-civ-spouse" " White" " Male" 26
28 " HS-grad" " Never-married" " Black" " Male" 30
50 " Bachelors" " Divorced" " White" " Female" 50
62 " Bachelors" " Married-civ-spouse" " White" " Male" 55
40 " HS-grad" " Married-civ-spouse" " White" " Male" 40
58 " Bachelors" " Never-married" " White" " Female" 37
24 " Assoc-acdm" " Married-civ-spouse" " White" " Female" 40
21 " HS-grad" " Never-married" " White" " Female" 30
40 " Bachelors" " Married-civ-spouse" " White" " Male" 50
45 " Assoc-voc" " Married-civ-spouse" " White" " Male" 42
48 " HS-grad" " Married-civ-spouse" " White" " Male" 60
34 " HS-grad" " Never-married" " White" " Male" 70
23 " HS-grad" " Never-married" " Other" " Female" 40
43 " Masters" " Never-married" " White" " Female" 50
42 " Some-college" " Never-married" " White" " Male" 40
39 " Bachelors" " Married-civ-spouse" " White" " Male" 50
52 " HS-grad" " Married-civ-spouse" " White" " Male" 60
21 " Some-college" " Never-married" " White" " Female" 35
56 " Bachelors" " Never-married" " White" " Female" 60
48 " HS-grad" " Married-civ-spouse" " White" " Female" 40
37 " HS-grad" " Divorced" " Asian-Pac-Islander" " Female" 70
25 " HS-grad" " Married-civ-spouse" " White" " Male" 35
40 " Bachelors" " Married-civ-spouse" " White" " Male" 40
34 " 11th" " Never-married" " Black" " Male" 45
52 " HS-grad" " Divorced" " White" " Male" 40
41 " Bachelors" " Married-civ-spouse" " White" " Male" 42
36 " HS-grad" " Never-married" " White" " Male" 40
21 " Assoc-voc" " Never-married" " White" " Male" 40
28 " Bachelors" " Never-married" " White" " Female" 40
31 " Bachelors" " Married-civ-spouse" " White" " Male" 60
20 " Some-college" " Never-married" " White" " Male" 9
68 " HS-grad" " Married-civ-spouse" " White" " Male" 40
35 " HS-grad" " Married-civ-spouse" " White" " Male" 40
32 " HS-grad" " Never-married" " Black" " Male" 40
64 " Masters" " Married-civ-spouse" " White" " Male" 50
17 " 10th" " Never-married" " White" " Female" 23
25 " Bachelors" " Never-married" " White" " Male" 20
74 " HS-grad" " Widowed" " White" " Female" 25
31 " Assoc-voc" " Married-civ-spouse" " White" " Male" 40
51 " Doctorate" " Married-civ-spouse" " White" " Male" 40
67 " HS-grad" " Married-civ-spouse" " White" " Male" 10
42 " HS-grad" " Never-married" " White" " Male" 40
29 " HS-grad" " Never-married" " White" " Male" 40
31 " HS-grad" " Married-civ-spouse" " Black" " Male" 40
21 " HS-grad" " Married-civ-spouse" " White" " Male" 37
67 " 10th" " Married-civ-spouse" " White" " Male" 16
41 " HS-grad" " Divorced" " White" " Male" 40
27 " Bachelors" " Never-married" " White" " Female" 36
51 " 12th" " Divorced" " White" " Male" 50
21 " 11th" " Married-civ-spouse" " White" " Female" 40
28 " HS-grad" " Married-civ-spouse" " White" " Male" 46
21 " Some-college" " Never-married" " White" " Male" 40
28 " Assoc-voc" " Married-civ-spouse" " White" " Male" 40
29 " HS-grad" " Married-civ-spouse" " White" " Male" 35
39 " HS-grad" " Married-civ-spouse" " White" " Male" 70
21 " Bachelors" " Never-married" " White" " Male" 40
43 " Assoc-voc" " Married-civ-spouse" " White" " Male" 40
44 " HS-grad" " Never-married" " White" " Male" 40
28 " 11th" " Married-civ-spouse" " White" " Male" 50
31 " 9th" " Never-married" " White" " Male" 43
18 " HS-grad" " Never-married" " White" " Male" 30
27 " Some-college" " Married-civ-spouse" " Amer-Indian-Eskimo" " Female" 45
34 " Some-college" " Married-civ-spouse" " White" " Male" 40
25 " HS-grad" " Never-married" " White" " Male" 40
34 " Bachelors" " Married-civ-spouse" " White" " Male" 40
43 " HS-grad" " Married-civ-spouse" " White" " Male" 40
40 " Masters" " Married-civ-spouse" " White" " Male" 50
21 " HS-grad" " Never-married" " Black" " Female" 35
25 " Some-college" " Divorced" " White" " Female" 25
21 " HS-grad" " Never-married" " White" " Female" 40
19 " Some-college" " Never-married" " White" " Male" 30
49 " Assoc-acdm" " Married-civ-spouse" " White" " Male" 40
20 " Some-college" " Never-married" " White" " Male" 20
36 " 11th" " Married-civ-spouse" " White" " Male" 47
32 " Some-college" " Separated" " Black" " Female" 40
23 " Some-college" " Never-married" " White" " Male" 32
21 " Some-college" " Never-married" " White" " Male" 10
25 " Bachelors" " Never-married" " White" " Male" 40
26 " 5th-6th" " Never-married" " White" " Male" 40
24 " Bachelors" " Never-married" " White" " Female" 40
22 " Some-college" " Never-married" " White" " Female" 20
26 " HS-grad" " Married-civ-spouse" " White" " Female" 40
22 " 9th" " Never-married" " White" " Male" 40
41 " Bachelors" " Married-civ-spouse" " White" " Male" 40
18 " HS-grad" " Married-civ-spouse" " White" " Female" 40
24 " Bachelors" " Never-married" " White" " Male" 40
38 " HS-grad" " Married-civ-spouse" " White" " Male" 48
36 " Bachelors" " Never-married" " White" " Female" 17
45 " Masters" " Divorced" " White" " Female" 55
38 " Some-college" " Married-civ-spouse" " White" " Male" 40
38 " HS-grad" " Married-civ-spouse" " White" " Male" 50
34 " HS-grad" " Never-married" " White" " Male" 40
53 " Assoc-acdm" " Never-married" " Black" " Male" 40
32 " Assoc-voc" " Married-civ-spouse" " White" " Female" 40
17 " 11th" " Never-married" " Black" " Female" 30
45 " Bachelors" " Married-civ-spouse" " White" " Male" 40
31 " HS-grad" " Married-civ-spouse" " White" " Male" 48
47 " Doctorate" " Married-civ-spouse" " White" " Male" 45
27 " HS-grad" " Never-married" " White" " Male" 50
61 " Some-college" " Married-civ-spouse" " White" " Female" 30
33 " HS-grad" " Married-civ-spouse" " White" " Male" 40
67 " HS-grad" " Separated" " White" " Female" 40
38 " Bachelors" " Separated" " White" " Male" 40
25 " HS-grad" " Divorced" " White" " Female" 40
33 " 5th-6th" " Never-married" " Other" " Female" 40
27 " HS-grad" " Married-civ-spouse" " White" " Female" 40
45 " HS-grad" " Married-civ-spouse" " White" " Male" 60
24 " Bachelors" " Never-married" " Asian-Pac-Islander" " Female" 40
23 " Assoc-voc" " Never-married" " White" " Male" 40
48 " Some-college" " Divorced" " White" " Female" 40
61 " Some-college" " Married-civ-spouse" " White" " Male" 40
22 " HS-grad" " Never-married" " White" " Female" 20
34 " Assoc-voc" " Divorced" " White" " Female" 40
32 " HS-grad" " Married-civ-spouse" " White" " Male" 40
35 " Some-college" " Divorced" " White" " Female" 50
36 " 10th" " Never-married" " White" " Male" 40
24 " HS-grad" " Never-married" " White" " Male" 40
60 " 9th" " Married-civ-spouse" " White" " Male" 40
28 " Bachelors" " Never-married" " White" " Female" 43
64 " HS-grad" " Divorced" " White" " Male" 20
22 " HS-grad" " Never-married" " White" " Female" 35
27 " 5th-6th" " Never-married" " White" " Female" 65
36 " Some-college" " Divorced" " White" " Male" 60
27 " HS-grad" " Never-married" " Black" " Female" 30
52 " Some-college" " Widowed" " White" " Female" 40
57 " HS-grad" " Married-civ-spouse" " White" " Male" 45
23 " Some-college" " Never-married" " Asian-Pac-Islander" " Male" 24
29 " HS-grad" " Married-civ-spouse" " White" " Male" 40
34 " HS-grad" " Never-married" " Black" " Male" 80
38 " HS-grad" " Never-married" " Black" " Female" 30
50 " HS-grad" " Married-civ-spouse" " White" " Male" 84
